target,value
Artificial Intelligence,"In 2022, generative AI began to create images, audio, video and text that are indistinguishable from real photographs, recordings, films or human writing.  It is possible for bad actors to use this technology to create massive amounts of misinformation or propaganda. This technology has been widely distributed at minimal cost. Geoffrey Hinton (who was an instrumental developer of these tools) expressed his concerns about AI disinformation. He quit his job at Google to freely criticize the companies developing AI."
Artificial Intelligence,Machine learning applications will be biased if they learn from biased data.
Artificial Intelligence,The developers may not be aware that the bias exists.
Artificial Intelligence,"Bias can be introduced by the way training data is selected and by the way a model is deployed. If a biased algorithm is used to make decisions that can seriously harm people (as it can in medicine, finance, recruitment, housing or policing) then the algorithm may cause discrimination."
Artificial Intelligence,"Fairness in machine learning is the study of how to prevent the harm caused by algorithmic bias. It has become serious area of academic study within AI. Researchers have discovered it is not always possible to define ""fairness"" in a way that satisfies all stakeholders."
Artificial Intelligence,"On June 28, 2015, Google Photos's new image labeling feature mistakenly identified Jacky Alcine and a friend as ""gorillas"" because they were black. The system was trained on a dataset that contained very few images of black people, a problem called ""sample size disparity"". Google ""fixed"" this problem by preventing the system from labelling anything as a  ""gorilla"". Eight years later, in 2023, Google Photos still could not identify a gorilla, and neither could similar products from Apple, Facebook, Microsoft and Amazon."
Artificial Intelligence,COMPAS is a commercial program widely used by U.S. courts to assess the likelihood of a defendant becoming a recidivist.
Artificial Intelligence,"In 2016, Julia Angwin at ProPublica discovered that COMPAS exhibited racial bias, despite the fact that the program was not told the races of the defendants. Although the error rate for both whites and blacks was calibrated equal at exactly 61%, the errors for each race were different -- the system consistently overestimated the chance that a black person would re-offend and would underestimate the chance that a white person would not re-offend. In 2017, several researchers showed that it was mathematically impossible for COMPAS to accommodate all possible measures of fairness when the base rates of re-offense were different for whites and blacks in the data."
Artificial Intelligence,"A program can make biased decisions even if the data does not explicitly mention a problematic feature (such as ""race"" or ""gender""). The feature will correlate with other features (like ""address"", ""shopping history"" or ""first name""), and the program will make the same decisions based on these features as it would on ""race"" or ""gender""."
Artificial Intelligence,Moritz Hardt said “the most robust fact in this research area is that fairness through blindness doesn't work.”
Artificial Intelligence,"Criticism of COMPAS highlighted a deeper problem with the misuse of AI. Machine learning models are designed to make ""predictions"" that are only valid if we assume that the future will resemble the past. If they are trained on data that includes the results of racist decisions in the past, machine learning models must predict that racist decisions will be made in the future. Unfortunately, if an applications then uses these predictions as recommendations, some of these ""recommendations"" will likely be racist. Thus, machine learning is not well suited to help make decisions in areas where there is hope that the future will be better than the past. It is necessarily descriptive and not proscriptive."
Artificial Intelligence,"Bias and unfairness may go undetected because the developers are overwhelmingly white and male: among AI engineers, about 4% are black and 20% are women."
Artificial Intelligence,"At its 2022 Conference on Fairness, Accountability, and Transparency (ACM FAccT 2022) the Association for Computing Machinery, in Seoul, South Korea, presented and published findings recommending that until AI and robotics systems are demonstrated to be free of bias mistakes, they are unsafe and the use of self-learning neural networks trained on vast, unregulated sources of flawed internet data should be curtailed."
Artificial Intelligence,"Most modern AI applications can not explain how they have reached a decision. The large amount of relationships between inputs and outputs in deep neural networks and resulting complexity makes it difficult for even an expert to explain how they produced their outputs, making them a black box."
Artificial Intelligence,"There have been many cases where a machine learning program passed rigorous tests, but nevertheless learned something different than what the programmers intended. For example,  Justin Ko and Roberto Novoa developed a system that could identify skin diseases better than medical professionals, however it classified any image with a ruler as ""cancerous"", because pictures of malignancies typically include a ruler to show the scale. A more dangerous example was discovered by Rich Caruana in 2015: a machine learning system that accurately predicted risk of death classified a patient that was over 65, asthma and difficulty breathing as ""low risk"". Further research showed that in high-risk cases like this, the hospital would allocate more resources and save the patient's life, decreasing the risk measured by the program. Mistakes like these become obvious when we know how the program has reached a decision. Without an explanation, these problems may not not be discovered until after they have caused harm."
Artificial Intelligence,"A second issue is that people who have been harmed by an algorithm's decision have a right to an explanation. Doctors, for example, are required to clearly and completely explain the reasoning behind any decision they make. Early drafts of the European Union's General Data Protection Regulation in 2016 included an explicit statement that this right exists. Industry experts noted that this is an unsolved problem with no solution in sight. Regulators argued that nevertheless the harm is real: if the problem has no solution, the tools should not be used."
Artificial Intelligence,"DARPA established the XAI (""Explainable Artificial Intelligence"") program in 2014 to try and solve these problems."
Artificial Intelligence,"There are several potential solutions to the transparency problem. Multitask learning provides a large number of outputs in addition to the target classification. These other outputs can help developers deduce what the network has learned. Deconvolution, DeepDream and other generative methods can allow developers to see what different layers of a deep network have learned and produce output that can suggest what the network is learning. Supersparse linear integer models use learning to identify the most important features, rather than the classification. Simple addition of these features can then make the classification (i.e. learning is used to create a scoring system classifier, which is transparent)."
Artificial Intelligence,"A lethal autonomous weapon is a machine that locates, selects and engages human targets without human supervision. By 2015, over fifty countries were reported to be researching battlefield robots. These weapons are considered especially dangerous for several reasons: if they kill an innocent person it is not clear who should be held accountable, it is unlikely they will reliably choose targets, and, if produced at scale, they are potentially weapons of mass destruction. In 2014, 30 nations (including China) supported a ban on autonomous weapons under the  United Nations' Convention on Certain Conventional Weapons, however the United States and others disagreed."
Artificial Intelligence,"AI provides a number of tools that are particularly useful for authoritarian governments: smart spyware, face recognition and voice recognition allow widespread surveillance; such surveillance allows machine learning to classify potential enemies of the state and can prevent them from hiding; recommendation systems can precisely target propaganda and misinformation for maximum effect; deepfakes and generative AI aid in producing misinformation; advanced AI can make authoritarian centralized decision making more competitive with liberal and decentralized systems such as markets."
Artificial Intelligence,"Terrorists, criminals and rogue states can use weaponized AI such as advanced digital warfare and lethal autonomous weapons."
Artificial Intelligence,Machine-learning AI is also able to design tens of thousands of toxic molecules in a matter of hours.
Artificial Intelligence,"From the early days of the development of artificial intelligence there have been arguments, for example those put forward by Weizenbaum, about whether tasks that can be done by computers actually should be done by them, given the difference between computers and humans, and between quantitative calculation and qualitative, value-based judgement. "
Artificial Intelligence,"Economists have frequently highlighted the risks of redundancies from AI, and speculated about unemployment if there is no adequate social policy for full employment."
Artificial Intelligence,"In the past, technology has tended to increase rather than reduce total employment, but economists acknowledge that ""we're in uncharted territory"" with AI. A survey of economists showed disagreement about whether the increasing use of robots and AI will cause a substantial increase in long-term unemployment, but they generally agree that it could be a net benefit if productivity gains are redistributed. Risk estimates vary; for example, in the 2010s Michael Osborne and Carl Benedikt Frey estimated 47% of U.S. jobs are at ""high risk"" of potential automation, while an OECD report classified only 9% of U.S. jobs as ""high risk"". The methodology of speculating about future employment levels has been criticised as lacking evidential foundation, and for implying that technology (rather than social policy) creates unemployment (as opposed to redundancies)."
Artificial Intelligence,"Unlike previous waves of automation, many middle-class jobs may be eliminated by artificial intelligence; The Economist stated in 2015 that ""the worry that AI could do to white-collar jobs what steam power did to blue-collar ones during the Industrial Revolution"" is ""worth taking seriously"". Jobs at extreme risk range from paralegals to fast food cooks, while job demand is likely to increase for care-related professions ranging from personal healthcare to the clergy."
Artificial Intelligence,"In April 2023, it was reported that 70% of the jobs for Chinese video game illlustrators had been eliminated by generative artificial intelligence."
Artificial Intelligence,"It has been argued AI will become so powerful that humanity may irreversibly lose control of it. This could, as the physicist Stephen Hawking puts it, ""spell the end of the human race"". This scenario has been common in science fiction, when a computer or robot suddenly develops a human-like ""self-awareness"" (or ""sentience"" or ""consciousness"") and becomes a malevolent character. These sci-fi scenarios are misleading in several ways."
Artificial Intelligence,"First, AI does not require human-like ""sentience"" to be an existential risk. Modern AI programs are given specific goals and use learning and intelligence to achieve them. Philosopher Nick Bostrom argued that if one gives almost any goal to a sufficiently powerful AI, it may choose to destroy humanity to achieve it (he used the example of a paperclip factory manager). Stuart Russell gives the example of household robot that tries to find a way to kill its owner to prevent it from being unplugged, reasoning that ""you can't fetch the coffee if you're dead."" In order to be safe for humanity, a superintelligence would have to be genuinely aligned with humanity's morality and values so that it is ""fundamentally on our side""."
Artificial Intelligence,"Second, Yuval Noah Harari argues that AI does not require a robot body or physical control to pose an existential risk. The essential parts of civilization are not physical. Things like ideologies, law, government, money and the economy are made of language; they exist because there are stories that billions of people believe. The current prevalence of misinformation suggests that an AI could use language to convince people to believe anything, even to take actions that are destructive."
Artificial Intelligence,"The opinions amongst experts and industry insiders are mixed, with sizable fractions both concerned and unconcerned by risk from eventual superintelligent AI. Personalities such as Stephen Hawking, Bill Gates, Elon Musk have expressed concern about existential risk from AI. "
Artificial Intelligence,"In the early 2010's, experts argued that the risks are too distant in the future to warrant research or that humans will be valuable from the perspective of a superintelligent machine. "
Artificial Intelligence,"However, after 2016, the study of current and future risks and possible solutions became a serious area of research."
Artificial Intelligence,"In 2023, AI pioneers including Geoffrey Hinton, Yoshua Bengio, Demis Hassabis, and Sam Altman issued the joint statement that ""Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war""."
Artificial Intelligence,"Friendly AI are machines that have been designed from the beginning to minimize risks and to make choices that benefit humans. Eliezer Yudkowsky, who coined the term, argues that developing friendly AI should be a higher research priority: it may require a large investment and it must be completed before AI becomes an existential risk."
Artificial Intelligence,Machines with intelligence have the potential to use their intelligence to make ethical decisions. The field of machine ethics provides machines with ethical principles and procedures for resolving ethical dilemmas.
Artificial Intelligence,"The field of machine ethics is also called computational morality,"
Artificial Intelligence,and was founded at an AAAI symposium in 2005.
Artificial Intelligence,"Other approaches include Wendell Wallach's ""artificial moral agents"""
Artificial Intelligence,and Stuart J. Russell's three principles for developing provably beneficial machines.
Artificial Intelligence,The regulation of artificial intelligence is the development of public sector policies and laws for promoting and regulating artificial intelligence (AI); it is therefore related to the broader regulation of algorithms.
Artificial Intelligence,"The regulatory and policy landscape for AI is an emerging issue in jurisdictions globally. According to AI Index at Stanford, the annual number of AI-related laws passed in the 127 survey countries jumped from one passed in 2016 to 37 passed in 2022 alone."
Artificial Intelligence,"Between 2016 and 2020, more than 30 countries adopted dedicated strategies for AI."
Artificial Intelligence,"Most EU member states had released national AI strategies, as had Canada, China, India, Japan, Mauritius, the Russian Federation, Saudi Arabia, United Arab Emirates, US and Vietnam. Others were in the process of elaborating their own AI strategy, including Bangladesh, Malaysia and Tunisia."
Artificial Intelligence,"The Global Partnership on Artificial Intelligence was launched in June 2020, stating a need for AI to be developed in accordance with human rights and democratic values, to ensure public confidence and trust in the technology. Henry Kissinger, Eric Schmidt, and Daniel Huttenlocher published a joint statement in November 2021 calling for a government commission to regulate AI. In 2023, OpenAI leaders published recommendations for the governance of superintelligence, which they believe may happen in less than 10 years."
Artificial Intelligence,"In a 2022 Ipsos survey, attitudes towards AI varied greatly by country; 78% of Chinese citizens, but only 35% of Americans, agreed that ""products and services using AI have more benefits than drawbacks"". A 2023 Reuters/Ipsos poll found that 61% of Americans agree, and 22% disagree, that AI poses risks to humanity. In a 2023 Fox News poll, 35% of Americans thought it ""very important"", and an additional 41% thought it ""somewhat important"", for the federal government to regulate AI, versus 13% responding ""not very important"" and 8% responding ""not at all important""."
Artificial Intelligence,History
Artificial Intelligence,"The study of mechanical or ""formal"" reasoning began with philosophers and mathematicians in antiquity. The study of logic led directly to Alan Turing's theory of computation, which suggested that a machine, by shuffling symbols as simple as ""0"" and ""1"", could simulate both mathematical deduction and formal reasoning, which is known as the Church–Turing thesis. This, along with concurrent discoveries in cybernetics and information theory, led researchers to consider the possibility of building an ""electronic brain"". The first paper later recognized as ""AI"" was McCullouch and Pitts design for Turing-complete ""artificial neurons"" in 1943."
Artificial Intelligence,"The field of AI research was founded at a workshop at Dartmouth College in 1956. The attendees became the leaders of AI research in the 1960s. They and their students produced programs that the press described as ""astonishing"": computers were learning checkers strategies, solving word problems in algebra, proving logical theorems and speaking English."
Artificial Intelligence,"By the middle of the 1960s, research in the U.S. was heavily funded by the Department of Defense and laboratories had been established around the world. Herbert Simon predicted, ""machines will be capable, within twenty years, of doing any work a man can do"". Marvin Minsky agreed, writing, ""within a generation ... the problem of creating 'artificial intelligence' will substantially be solved""."
Artificial Intelligence,"They had, however, underestimated the difficulty of the problem. Both the U.S. and British governments cut off exploratory research in response to the criticism of Sir James Lighthill and ongoing pressure from the US Congress to fund more productive projects. Minsky's and Papert's book Perceptrons was understood as proving that artificial neural networks approach would never be useful for solving real-world tasks, thus discrediting the approach altogether. The ""AI winter"", a period when obtaining funding for AI projects was difficult, followed."
Artificial Intelligence,"In the early 1980s, AI research was revived by the commercial success of expert systems, a form of AI program that simulated the knowledge and analytical skills of human experts. By 1985, the market for AI had reached over a billion dollars. At the same time, Japan's fifth generation computer project inspired the U.S. and British governments to restore funding for academic research. However, beginning with the collapse of the Lisp Machine market in 1987, AI once again fell into disrepute, and a second, longer-lasting winter began."
Artificial Intelligence,"Many researchers began to doubt that the current practices would be able to imitate all the processes of human cognition, especially perception, robotics, learning and pattern recognition. A number of researchers began to look into ""sub-symbolic"" approaches. Robotics researchers, such as Rodney Brooks, rejected ""representation"" in general and focussed directly on engineering machines that move and survive.. Judea Pearl, Lofti Zadeh and others developed methods that handled incomplete and uncertain information by making reasonable guesses rather than precise logic. But the most important development was the revival of ""connectionism"", including neural network research, by Geoffrey Hinton and others. In 1990, Yann LeCun successfully showed that convolutional neural networks can recognize handwritten digits, the first of many successful applications of neural networks."
Artificial Intelligence,"AI gradually restored its reputation in the late 1990s and early 21st century by exploiting formal mathematical methods and by finding specific solutions to specific problems. This ""narrow"" and ""formal"" focus allowed researchers to produce verifiable results and collaborate with other fields (such as statistics, economics and mathematics)."
Artificial Intelligence,"By 2000, solutions developed by AI researchers were being widely used, although in the 1990s they were rarely described as ""artificial intelligence""."
Artificial Intelligence,"Several academic researchers became concerned that AI was no longer pursuing the original goal of creating versatile, fully intelligent machines. Beginning around 2002, they founded the subfield of artificial general intelligence (or ""AGI""), which had several well-funded institutions by the 2010s."
Artificial Intelligence,Deep learning began to dominate industry benchmarks in 2012 and was adopted throughout the field.
Artificial Intelligence,"For many specific tasks, other methods were abandoned."
Artificial Intelligence,"Deep learning's success was based on both hardware improvements (faster computers, graphics processing units, cloud computing)"
Artificial Intelligence,"and access to large amounts of data (including curated datasets, such as ImageNet)."
Artificial Intelligence,Deep learning's success led to an enormous increase in interest and funding in AI.
Artificial Intelligence,"The amount of machine learning research (measured by total publications) increased by 50% in the years 2015–2019,"
Artificial Intelligence,and WIPO reported that AI was the most prolific emerging technology in terms of the number of patent applications and granted patents
Artificial Intelligence,"According to 'AI Impacts', about $50 billion annually was invested in ""AI"" around 2022 in the US alone and about 20% of new US Computer Science PhD graduates have specialized in ""AI"";"
Artificial Intelligence,"about 800,000 ""AI""-related US job openings existed in 2022."
Artificial Intelligence,"In 2016, issues of fairness and the misuse of technology were catapulted into center stage at machine learning conferences, publications vastly increased, funding became available, and many researchers re-focussed their careers on these issues. The alignment problem became a serious field of academic study."
Artificial Intelligence,Philosophy
Artificial Intelligence,"Alan Turing wrote in 1950 ""I propose to consider the question 'can machines think'?"""
Artificial Intelligence,"He advised changing the question from whether a machine ""thinks"", to ""whether or not it is possible for machinery to show intelligent behaviour""."
Artificial Intelligence,"He devised the Turing test, which measures the ability of a machine to simulate human conversation. Since we can only observe the behavior of the machine, it does not matter if it is ""actually"" thinking or literally has a ""mind"". Turing notes that we can not determine these things about other people but ""it is usual to have a polite convention that everyone thinks"""
Artificial Intelligence,"Russell and Norvig agree with Turing that AI must be defined in terms of ""acting"" and not ""thinking"". However, they are critical that the test compares machines to people. ""Aeronautical engineering texts,"" they wrote, ""do not define the goal of their field as making 'machines that fly so exactly like pigeons that they can fool other pigeons.'"" AI founder John McCarthy agreed, writing that ""Artificial intelligence is not, by definition, simulation of human intelligence""."
Artificial Intelligence,"McCarthy defines intelligence as ""the computational part of the ability to achieve goals in the world."" Another AI founder, Marvin Minsky similarly defines it as ""the ability to solve hard problems"". These definitions view intelligence in terms of well-defined problems with well-defined solutions, where both the difficulty of the problem and the performance of the program are direct measures of the ""intelligence"" of the machine—and no other philosophical discussion is required, or may not even be possible."
Artificial Intelligence,"Another definition has been adopted by Google, a major practitioner in the field of AI."
Artificial Intelligence,"This definition stipulates the ability of systems to synthesize information as the manifestation of intelligence, similar to the way it is defined in biological intelligence."
Artificial Intelligence,"No established unifying theory or paradigm has guided AI research for most of its history. The unprecedented success of statistical machine learning in the 2010s eclipsed all other approaches (so much so that some sources, especially in the business world, use the term ""artificial intelligence"" to mean ""machine learning with neural networks""). This approach is mostly sub-symbolic, soft and narrow (see below). Critics argue that these questions may have to be revisited by future generations of AI researchers."
Artificial Intelligence,"Symbolic AI (or ""GOFAI"") simulated the high-level conscious reasoning that people use when they solve puzzles, express legal reasoning and do mathematics. They were highly successful at ""intelligent"" tasks such as algebra or IQ tests. In the 1960s, Newell and Simon proposed the physical symbol systems hypothesis: ""A physical symbol system has the necessary and sufficient means of general intelligent action."""
Artificial Intelligence,"However, the symbolic approach failed on many tasks that humans solve easily, such as learning, recognizing an object or commonsense reasoning. Moravec's paradox is the discovery that high-level ""intelligent"" tasks were easy for AI, but low level ""instinctive"" tasks were extremely difficult."
Artificial Intelligence,"Philosopher Hubert Dreyfus had argued since the 1960s that human expertise depends on unconscious instinct rather than conscious symbol manipulation, and on having a ""feel"" for the situation, rather than explicit symbolic knowledge."
Artificial Intelligence,"Although his arguments had been ridiculed and ignored when they were first presented, eventually, AI research came to agree."
Artificial Intelligence,"The issue is not resolved: sub-symbolic reasoning can make many of the same inscrutable mistakes that human intuition does, such as algorithmic bias. Critics such as Noam Chomsky argue continuing research into symbolic AI will still be necessary to attain general intelligence, in part because sub-symbolic AI is a move away from explainable AI: it can be difficult or impossible to understand why a modern statistical AI program made a particular decision. The emerging field of neuro-symbolic artificial intelligence attempts to bridge the two approaches."
Artificial Intelligence,"""Neats"" hope that intelligent behavior is described using simple, elegant principles (such as logic, optimization, or neural networks). ""Scruffies"" expect that it necessarily requires solving a large number of unrelated problems. Neats defend their programs with theoretical rigor, scruffies rely mainly on incremental testing to see if they work. This issue was actively discussed in the 70s and 80s,"
Artificial Intelligence,but eventually was seen as irrelevant. Modern AI has elements of both.
Artificial Intelligence,"Finding a provably correct or optimal solution is intractable for many important problems. Soft computing is a set of techniques, including genetic algorithms, fuzzy logic and neural networks, that are tolerant of imprecision, uncertainty, partial truth and approximation. Soft computing was introduced in the late 80s and most successful AI programs in the 21st century are examples of soft computing with neural networks."
Artificial Intelligence,AI researchers are divided as to whether to pursue the goals of artificial general intelligence and superintelligence directly or to solve as many specific problems as possible (narrow AI) in hopes these solutions will lead indirectly to the field's long-term goals.
Artificial Intelligence,"General intelligence is difficult to define and difficult to measure, and modern AI has had more verifiable successes by focusing on specific problems with specific solutions. The experimental sub-field of artificial general intelligence studies this area exclusively."
Artificial Intelligence,"The philosophy of mind does not know whether a machine can have a mind, consciousness and mental states, in the same sense that human beings do. This issue considers the internal experiences of the machine, rather than its external behavior. Mainstream AI research considers this issue irrelevant because it does not affect the goals of the field: to build machines that can solve problems using intelligence. Russell and Norvig add that ""he additional project of making a machine conscious in exactly the way humans are is not one that we are equipped to take on."" However, the question has become central to the philosophy of mind. It is also typically the central question at issue in artificial intelligence in fiction."
Artificial Intelligence,"David Chalmers identified two problems in understanding the mind, which he named the ""hard"" and ""easy"" problems of consciousness. The easy problem is understanding how the brain processes signals, makes plans and controls behavior. The hard problem is explaining how this feels or why it should feel like anything at all, assuming we are right in thinking that it truly does feel like something (Dennett's consciousness illusionism says this is an illusion). Human information processing is easy to explain, however, human subjective experience is difficult to explain. For example, it is easy to imagine a color-blind person who has learned to identify which objects in their field of view are red, but it is not clear what would be required for the person to know what red looks like."
Artificial Intelligence,Computationalism is the position in the philosophy of mind that the human mind is an information processing system and that thinking is a form of computing. Computationalism argues that the relationship between mind and body is similar or identical to the relationship between software and hardware and thus may be a solution to the mind–body problem. This philosophical position was inspired by the work of AI researchers and cognitive scientists in the 1960s and was originally proposed by philosophers Jerry Fodor and Hilary Putnam.
Artificial Intelligence,"Philosopher John Searle characterized this position as ""strong AI"": ""The appropriately programmed computer with the right inputs and outputs would thereby have a mind in exactly the same sense human beings have minds."""
Artificial Intelligence,"Searle counters this assertion with his Chinese room argument, which attempts to show that, even if a machine perfectly simulates human behavior, there is still no reason to suppose it also has a mind."
Artificial Intelligence,"If a machine has a mind and subjective experience, then it may also have sentience (the ability to feel), and if so it could also suffer; it has been argued that this could entitle it to certain rights."
Artificial Intelligence,Any hypothetical robot rights would lie on a spectrum with animal rights and human rights.
Artificial Intelligence,"This issue has been considered in fiction for centuries,"
Artificial Intelligence,"and is now being considered by, for example, California's Institute for the Future; however, critics argue that the discussion is premature."
Artificial Intelligence,Future
Artificial Intelligence,A superintelligence is a hypothetical agent that would possess intelligence far surpassing that of the brightest and most gifted human mind.
Artificial Intelligence,"If research into artificial general intelligence produced sufficiently intelligent software, it might be able to reprogram and improve itself. The improved software would be even better at improving itself, leading to what I. J. Good called an ""intelligence explosion"" and Vernor Vinge called a ""singularity""."
Artificial Intelligence,"However, most technologies do not improve exponentially indefinitely, but rather follow an S-curve, slowing when they reach the physical limits of what the technology can do. Consider, for example, transportation: speed increased exponentially from 1830 to 1970, but then the trend abruptly stopped when it reached physical limits."
Artificial Intelligence,"Robot designer Hans Moravec, cyberneticist Kevin Warwick, and inventor Ray Kurzweil have predicted that humans and machines will merge in the future into cyborgs that are more capable and powerful than either. This idea, called transhumanism, has roots in Aldous Huxley and Robert Ettinger."
Artificial Intelligence,"Edward Fredkin argues that ""artificial intelligence is the next stage in evolution"", an idea first proposed by Samuel Butler's ""Darwin among the Machines"" as far back as 1863, and expanded upon by George Dyson in his book of the same name in 1998."
Artificial Intelligence,In fiction
Artificial Intelligence,"Thought-capable artificial beings have appeared as storytelling devices since antiquity,"
Artificial Intelligence,and have been a persistent theme in science fiction.
Artificial Intelligence,"A common trope in these works began with Mary Shelley's Frankenstein, where a human creation becomes a threat to its masters. This includes such works as Arthur C. Clarke's and Stanley Kubrick's 2001: A Space Odyssey (both 1968), with HAL 9000, the murderous computer in charge of the Discovery One spaceship, as well as The Terminator (1984) and The Matrix (1999). In contrast, the rare loyal robots such as Gort from The Day the Earth Stood Still (1951) and Bishop from Aliens (1986) are less prominent in popular culture."
Artificial Intelligence,"Isaac Asimov introduced the Three Laws of Robotics in many books and stories, most notably the ""Multivac"" series about a super-intelligent computer of the same name. Asimov's laws are often brought up during lay discussions of machine ethics;"
Artificial Intelligence,"while almost all artificial intelligence researchers are familiar with Asimov's laws through popular culture, they generally consider the laws useless for many reasons, one of which is their ambiguity."
Artificial Intelligence,"Several works use AI to force us to confront the fundamental question of what makes us human, showing us artificial beings that have the ability to feel, and thus to suffer. This appears in Karel Čapek's R.U.R., the films A.I. Artificial Intelligence and Ex Machina, as well as the novel Do Androids Dream of Electric Sheep?, by Philip K. Dick. Dick considers the idea that our understanding of human subjectivity is altered by technology created with artificial intelligence."
Artificial Intelligence,Explanatory notes
Artificial Intelligence,The two most widely used textbooks in 2023. (See the Open Syllabus).
Artificial Intelligence,These were the four the most widely used AI textbooks in 2008:
Artificial Intelligence,Later editions.
Artificial Intelligence,Further reading
Artificial Intelligence,Text
Artificial Intelligence,Finance
Finance,"Finance is the study and discipline of money, currency and capital assets. It is related to, but not synonymous with economics, which is the study of production, distribution, and consumption of money, assets, goods and services (the discipline of financial economics bridges the two)."
Finance,"Finance activities take place in financial systems at various scopes; thus, the field can be roughly divided into personal, corporate, and public finance."
Finance,"In a financial system, assets are bought, sold, or traded as financial instruments, such as currencies, loans, bonds, shares, stocks, options, futures, etc. Assets can also be banked, invested, and insured to maximize value and minimize loss. In practice, risks are always present in any financial action and entities."
Finance,"A broad range of subfields within finance exists due to its wide scope. Asset, money, risk and investment management aim to maximize value and minimize volatility. Financial analysis is the viability, stability, and profitability assessment of an action or entity. In some cases, theories in finance can be tested using the scientific method, covered by experimental finance."
Finance,"Some fields are multidisciplinary, such as mathematical finance, financial law, financial economics, financial engineering and financial technology. These fields are the foundation of business and accounting."
Finance,"The early history of finance parallels the early history of money, which is prehistoric. Ancient and medieval civilizations incorporated basic functions of finance, such as banking, trading and accounting, into their economies. In the late 19th century, the global financial system was formed."
Finance,"In the middle of the 20th century, finance emerged as a distinct academic discipline, separate from economics. (The first academic journal, The Journal of Finance, began publication in 1946.) The earliest doctoral programs in finance were established in the 1960s and 1970s."
Finance,Finance is today also widely studied through career-focused undergraduate and master's level programs.
Finance,The financial system
Finance,"As outlined, the financial system consists of the flows of capital that take place between individuals and households (personal finance), governments (public finance), and businesses (corporate finance). "
Finance,"""Finance"" thus studies the process of channeling money from savers and investors to entities that need it. "
Finance,"Savers and investors have money available which could earn interest or dividends if put to productive use. Individuals, companies and governments must obtain money from some external source, such as loans or credit, when they lack sufficient funds to run their operations."
Finance,"In general, an entity whose income exceeds its expenditure can lend or invest the excess, intending to earn a fair return. Correspondingly, an entity where income is less than expenditure can raise capital usually in one of two ways: "
Finance,"(i) by borrowing in the form of a loan (private individuals), or by selling government or corporate bonds; "
Finance,"(ii) by a corporation selling equity, also called stock or shares (which may take various forms: preferred stock or common stock). "
Finance,"The owners of both bonds and stock may be institutional investors –  financial institutions such as investment banks and pension funds – or private individuals, called private investors or retail investors; see Financial market participants."
Finance,"The lending is often indirect, through a financial intermediary such as a bank, or via the purchase of notes or bonds (corporate bonds, government bonds, or mutual bonds) in the bond market. "
Finance,"The lender receives interest, the borrower pays a higher interest than the lender receives, and the financial intermediary earns the difference for arranging the loan."
Finance,"A bank aggregates the activities of many borrowers and lenders. A bank accepts deposits from lenders, on which it pays interest. The bank then lends these deposits to borrowers. Banks allow borrowers and lenders, of different sizes, to coordinate their activity."
Finance,"Investing typically entails the purchase of stock, either individual securities or via a mutual fund, for example. Stocks are usually sold by corporations to investors so as to raise required capital in the form of ""equity financing"", as distinct from the debt financing described above. The financial intermediaries here are the investment banks. The investment banks find the initial investors and facilitate the listing of the securities, typically shares and bonds. "
Finance,"Additionally, they facilitate the securities exchanges, which allow their trade thereafter, as well as the various service providers which manage the performance or risk of these investments. These latter include mutual funds, pension funds, wealth managers, and stock brokers, typically servicing retail investors (private individuals)."
Finance,"Inter-institutional trade and investment, and fund-management at this scale, is referred to as ""wholesale finance"". "
Finance,"Institutions here extend the products offered, with related trading, to include bespoke options, swaps, and structured products, as well as specialized financing; this ""financial engineering"" is inherently mathematical, and these institutions are then the major employers of ""quants"" (see below). "
Finance,"In these institutions, risk management, regulatory capital, and compliance play major roles."
Finance,Areas of finance
Finance,"As outlined, finance comprises, broadly, the three areas of personal finance, corporate finance, and public finance."
Finance,"These, in turn, overlap and employ various activities and sub-disciplines –  chiefly investments, risk management, and quantitative finance."
Finance,"Personal finance is defined as ""the mindful planning of monetary spending and saving, while also considering the possibility of future risk"". Personal finance may involve paying for education, financing durable goods such as real estate and cars, buying insurance, investing, and saving for retirement."
Finance,Personal finance may also involve paying for a loan or other debt obligations. 
Finance,"The main areas of personal finance are considered to be income, spending, saving, investing, and protection. "
Finance,"The following steps, as outlined by the Financial Planning Standards Board, suggest that an individual will understand a potentially secure personal finance plan after:"
Finance,"Corporate finance deals with the actions that managers take to increase the value of the firm to the shareholders, the sources of funding and the capital structure of corporations, and the tools and analysis used to allocate financial resources.  "
Finance,"While corporate finance is in principle different from managerial finance, which studies the financial management of all firms rather than corporations alone, the concepts are applicable to the financial problems of all firms, "
Finance,"and this area is then often referred to as ""business finance""."
Finance,"Typically, then, ""corporate finance"" relates to the long term objective of maximizing the value of the entity's assets, its stock, and its return to shareholders, while also balancing risk and profitability.  This entails  three primary areas: "
Finance,"The latter creates the link with investment banking and securities trading, as above, in that the capital raised will generically comprise debt, i.e. corporate bonds, and equity, often listed shares."
Finance,"Re risk management within corporates, see below."
Finance,"Financial managers –  i.e. as distinct from corporate financiers –  focus more on the short term elements of profitability, cash flow, and ""working capital management"" (inventory, credit and debtors), ensuring that the firm can safely and profitably carry out its financial and operational objectives; i.e. that it: "
Finance,"(1) can service both maturing short-term debt repayments, and scheduled long-term debt payments, "
